"Account Name","Environment","Cloud Provider","Cloud Provider Identifier","Service","Rule ID","Rule Title","Check Status","Risk Level","Cost","Savings","Message","Region","Categories","Resource","Provider Resource ID","Tags","Failure Discovery Date","Failure Resolved Date","Last Updated Date","Rule Release Date","Rule Update Date","Resolution Page","Check ID","Link to resource","Meta","TagObjects"
"Landing Zone (ARO)","","azure","436c4cc3-c6ba-43c9-83af-79e2de9e13c0","VirtualMachines","VirtualMachines-014","Enable Virtual Machine Boot Diagnostics","FAILURE","Medium","","","Virtual Machine aro-ctbctsbank-jpe-ts-8scfw-worker-japaneast3-gxmnr doesn't have Boot Diagnostics enabled.","japaneast","security","/subscriptions/436c4cc3-c6ba-43c9-83af-79e2de9e13c0/resourceGroups/RG-CTBCTSBANK-JPE-TS-ARO-01-CTBCTSBANKAAH-AAH-POOL/providers/Microsoft.Compute/virtualMachines/aro-ctbctsbank-jpe-ts-8scfw-worker-japaneast3-gxmnr","","kubernetes.io-cluster-aro-ctbctsbank-jpe-ts-8scfw=owned, ApplicationName=LDARO, Environment=SIT,UAT, node_role=worker, AppOwner=yeli.chen, DataClassification=Internal, RequestedDept=U00024897, ResourceType=Shared, Tier=1, PlatformOwner=wenfeng.chen, MaintainDept=U00024897, aro_node=worker","2024-03-19T08:07:51.124Z","","","2020-08-19","2022-11-07","https://www.cloudconformity.com/knowledge-base/azure/VirtualMachines/enable-boot-diagnostics.html#540104475733","ccc:2585628c-ae91-424d-bd2f-1e275b5dc089:VirtualMachines-014:VirtualMachines:japaneast:/subscriptions/436c4cc3-c6ba-43c9-83af-79e2de9e13c0/resourceGroups/RG-CTBCTSBANK-JPE-TS-ARO-01-CTBCTSBANKAAH-AAH-POOL/providers/Microsoft.Compute/virtualMachines/aro-ctbctsbank-jpe-ts-8scfw-worker-japaneast3-gxmnr","https://portal.azure.com/#resource//subscriptions/436c4cc3-c6ba-43c9-83af-79e2de9e13c0/resourceGroups/RG-CTBCTSBANK-JPE-TS-ARO-01-CTBCTSBANKAAH-AAH-POOL/providers/Microsoft.Compute/virtualMachines/aro-ctbctsbank-jpe-ts-8scfw-worker-japaneast3-gxmnr","descriptorType=virtual-machines;resourceName=Virtual Machine;lastRefreshDate=2024-06-12T02:13:41.000Z;ccrn=ccrn:azure:2585628c-ae91-424d-bd2f-1e275b5dc089:VirtualMachines:japaneast:/subscriptions/436c4cc3-c6ba-43c9-83af-79e2de9e13c0/resourceGroups/RG-CTBCTSBANK-JPE-TS-ARO-01-CTBCTSBANKAAH-AAH-POOL/providers/Microsoft.Compute/virtualMachines/aro-ctbctsbank-jpe-ts-8scfw-worker-japaneast3-gxmnr;excluded=false","[{""kubernetes.io-cluster-aro-ctbctsbank-jpe-ts-8scfw"":""owned""},{""ApplicationName"":""LDARO""},{""Environment"":""SIT,UAT""},{""node_role"":""worker""},{""AppOwner"":""yeli.chen""},{""DataClassification"":""Internal""},{""RequestedDept"":""U00024897""},{""ResourceType"":""Shared""},{""Tier"":""1""},{""PlatformOwner"":""wenfeng.chen""},{""MaintainDept"":""U00024897""},{""aro_node"":""worker""}]"
"Landing Zone (ARO)","","azure","436c4cc3-c6ba-43c9-83af-79e2de9e13c0","VirtualMachines","VirtualMachines-014","Enable Virtual Machine Boot Diagnostics","FAILURE","Medium","","","Virtual Machine STWJPEAROCLI02 doesn't have Boot Diagnostics enabled.","japaneast","security","/subscriptions/436c4cc3-c6ba-43c9-83af-79e2de9e13c0/resourceGroups/RG-CTBCTSBANK-JPE-TS-ARO-01/providers/Microsoft.Compute/virtualMachines/STWJPEAROCLI02","","ApplicationName=LDARO, Environment=SIT,UAT, DataClassification=Internal, Tier=1, AppOwner=yeli.chen, RequestedDept=U00024897, PlatformOwner=wenfeng.chen, MaintainDept=U00024897, ResourceType=Shared","2024-03-19T08:07:51.124Z","","","2020-08-19","2022-11-07","https://www.cloudconformity.com/knowledge-base/azure/VirtualMachines/enable-boot-diagnostics.html#540104475733","ccc:2585628c-ae91-424d-bd2f-1e275b5dc089:VirtualMachines-014:VirtualMachines:japaneast:/subscriptions/436c4cc3-c6ba-43c9-83af-79e2de9e13c0/resourceGroups/RG-CTBCTSBANK-JPE-TS-ARO-01/providers/Microsoft.Compute/virtualMachines/STWJPEAROCLI02","https://portal.azure.com/#resource//subscriptions/436c4cc3-c6ba-43c9-83af-79e2de9e13c0/resourceGroups/RG-CTBCTSBANK-JPE-TS-ARO-01/providers/Microsoft.Compute/virtualMachines/STWJPEAROCLI02","descriptorType=virtual-machines;resourceName=Virtual Machine;lastRefreshDate=2024-06-12T02:13:41.000Z;ccrn=ccrn:azure:2585628c-ae91-424d-bd2f-1e275b5dc089:VirtualMachines:japaneast:/subscriptions/436c4cc3-c6ba-43c9-83af-79e2de9e13c0/resourceGroups/RG-CTBCTSBANK-JPE-TS-ARO-01/providers/Microsoft.Compute/virtualMachines/STWJPEAROCLI02;excluded=false","[{""ApplicationName"":""LDARO""},{""Environment"":""SIT,UAT""},{""DataClassification"":""Internal""},{""Tier"":""1""},{""AppOwner"":""yeli.chen""},{""RequestedDept"":""U00024897""},{""PlatformOwner"":""wenfeng.chen""},{""MaintainDept"":""U00024897""},{""ResourceType"":""Shared""}]"
"Landing Zone (ARO)","","azure","436c4cc3-c6ba-43c9-83af-79e2de9e13c0","VirtualMachines","VirtualMachines-015","Enable System-Assigned Managed Identities","FAILURE","Medium","","","Virtual Machine aro-ctbctsbank-jpe-ts-8scfw-infra-japaneast1-955vl isn't using system-assigned managed identities.","japaneast","security","/subscriptions/436c4cc3-c6ba-43c9-83af-79e2de9e13c0/resourceGroups/RG-CTBCTSBANK-JPE-TS-ARO-01-CTBCTSBANKAAH-AAH-POOL/providers/Microsoft.Compute/virtualMachines/aro-ctbctsbank-jpe-ts-8scfw-infra-japaneast1-955vl","","kubernetes.io-cluster-aro-ctbctsbank-jpe-ts-8scfw=owned, node_role=infra, ApplicationName=LDARO, Environment=SIT,UAT, AppOwner=yeli.chen, DataClassification=Internal, RequestedDept=U00024897, ResourceType=Shared, Tier=1, PlatformOwner=wenfeng.chen, MaintainDept=U00024897","2024-03-19T08:07:51.124Z","","","2020-08-19","2023-03-28","https://www.cloudconformity.com/knowledge-base/azure/VirtualMachines/system-assigned-managed-identities.html#540104475733","ccc:2585628c-ae91-424d-bd2f-1e275b5dc089:VirtualMachines-015:VirtualMachines:japaneast:/subscriptions/436c4cc3-c6ba-43c9-83af-79e2de9e13c0/resourceGroups/RG-CTBCTSBANK-JPE-TS-ARO-01-CTBCTSBANKAAH-AAH-POOL/providers/Microsoft.Compute/virtualMachines/aro-ctbctsbank-jpe-ts-8scfw-infra-japaneast1-955vl","https://portal.azure.com/#resource//subscriptions/436c4cc3-c6ba-43c9-83af-79e2de9e13c0/resourceGroups/RG-CTBCTSBANK-JPE-TS-ARO-01-CTBCTSBANKAAH-AAH-POOL/providers/Microsoft.Compute/virtualMachines/aro-ctbctsbank-jpe-ts-8scfw-infra-japaneast1-955vl","descriptorType=virtual-machines;resourceName=Virtual Machine;lastRefreshDate=2024-06-12T02:13:41.000Z;ccrn=ccrn:azure:2585628c-ae91-424d-bd2f-1e275b5dc089:VirtualMachines:japaneast:/subscriptions/436c4cc3-c6ba-43c9-83af-79e2de9e13c0/resourceGroups/RG-CTBCTSBANK-JPE-TS-ARO-01-CTBCTSBANKAAH-AAH-POOL/providers/Microsoft.Compute/virtualMachines/aro-ctbctsbank-jpe-ts-8scfw-infra-japaneast1-955vl;excluded=false","[{""kubernetes.io-cluster-aro-ctbctsbank-jpe-ts-8scfw"":""owned""},{""node_role"":""infra""},{""ApplicationName"":""LDARO""},{""Environment"":""SIT,UAT""},{""AppOwner"":""yeli.chen""},{""DataClassification"":""Internal""},{""RequestedDept"":""U00024897""},{""ResourceType"":""Shared""},{""Tier"":""1""},{""PlatformOwner"":""wenfeng.chen""},{""MaintainDept"":""U00024897""}]"
"Landing Zone (ARO)","","azure","436c4cc3-c6ba-43c9-83af-79e2de9e13c0","VirtualMachines","VirtualMachines-015","Enable System-Assigned Managed Identities","FAILURE","Medium","","","Virtual Machine aro-ctbctsbank-jpe-ts-8scfw-infra-japaneast3-lb5wj isn't using system-assigned managed identities.","japaneast","security","/subscriptions/436c4cc3-c6ba-43c9-83af-79e2de9e13c0/resourceGroups/RG-CTBCTSBANK-JPE-TS-ARO-01-CTBCTSBANKAAH-AAH-POOL/providers/Microsoft.Compute/virtualMachines/aro-ctbctsbank-jpe-ts-8scfw-infra-japaneast3-lb5wj","","kubernetes.io-cluster-aro-ctbctsbank-jpe-ts-8scfw=owned, node_role=infra, ApplicationName=LDARO, Environment=SIT,UAT, AppOwner=yeli.chen, DataClassification=Internal, RequestedDept=U00024897, ResourceType=Shared, Tier=1, PlatformOwner=wenfeng.chen, MaintainDept=U00024897","2024-03-19T08:07:51.124Z","","","2020-08-19","2023-03-28","https://www.cloudconformity.com/knowledge-base/azure/VirtualMachines/system-assigned-managed-identities.html#540104475733","ccc:2585628c-ae91-424d-bd2f-1e275b5dc089:VirtualMachines-015:VirtualMachines:japaneast:/subscriptions/436c4cc3-c6ba-43c9-83af-79e2de9e13c0/resourceGroups/RG-CTBCTSBANK-JPE-TS-ARO-01-CTBCTSBANKAAH-AAH-POOL/providers/Microsoft.Compute/virtualMachines/aro-ctbctsbank-jpe-ts-8scfw-infra-japaneast3-lb5wj","https://portal.azure.com/#resource//subscriptions/436c4cc3-c6ba-43c9-83af-79e2de9e13c0/resourceGroups/RG-CTBCTSBANK-JPE-TS-ARO-01-CTBCTSBANKAAH-AAH-POOL/providers/Microsoft.Compute/virtualMachines/aro-ctbctsbank-jpe-ts-8scfw-infra-japaneast3-lb5wj","descriptorType=virtual-machines;resourceName=Virtual Machine;lastRefreshDate=2024-06-12T02:13:41.000Z;ccrn=ccrn:azure:2585628c-ae91-424d-bd2f-1e275b5dc089:VirtualMachines:japaneast:/subscriptions/436c4cc3-c6ba-43c9-83af-79e2de9e13c0/resourceGroups/RG-CTBCTSBANK-JPE-TS-ARO-01-CTBCTSBANKAAH-AAH-POOL/providers/Microsoft.Compute/virtualMachines/aro-ctbctsbank-jpe-ts-8scfw-infra-japaneast3-lb5wj;excluded=false","[{""kubernetes.io-cluster-aro-ctbctsbank-jpe-ts-8scfw"":""owned""},{""node_role"":""infra""},{""ApplicationName"":""LDARO""},{""Environment"":""SIT,UAT""},{""AppOwner"":""yeli.chen""},{""DataClassification"":""Internal""},{""RequestedDept"":""U00024897""},{""ResourceType"":""Shared""},{""Tier"":""1""},{""PlatformOwner"":""wenfeng.chen""},{""MaintainDept"":""U00024897""}]"
"Landing Zone (ARO)","","azure","436c4cc3-c6ba-43c9-83af-79e2de9e13c0","VirtualMachines","VirtualMachines-015","Enable System-Assigned Managed Identities","FAILURE","Medium","","","Virtual Machine aro-ctbctsbank-jpe-ts-8scfw-master-2 isn't using system-assigned managed identities.","japaneast","security","/subscriptions/436c4cc3-c6ba-43c9-83af-79e2de9e13c0/resourceGroups/RG-CTBCTSBANK-JPE-TS-ARO-01-CTBCTSBANKAAH-AAH-POOL/providers/Microsoft.Compute/virtualMachines/aro-ctbctsbank-jpe-ts-8scfw-master-2","","ApplicationName=LDARO, Environment=SIT,UAT, DataClassification=Internal, Tier=1, AppOwner=yeli.chen, RequestedDept=U00024897, PlatformOwner=wenfeng.chen, MaintainDept=U00024897, ResourceType=Shared, node_role=master","2024-03-19T08:07:51.124Z","","","2020-08-19","2023-03-28","https://www.cloudconformity.com/knowledge-base/azure/VirtualMachines/system-assigned-managed-identities.html#540104475733","ccc:2585628c-ae91-424d-bd2f-1e275b5dc089:VirtualMachines-015:VirtualMachines:japaneast:/subscriptions/436c4cc3-c6ba-43c9-83af-79e2de9e13c0/resourceGroups/RG-CTBCTSBANK-JPE-TS-ARO-01-CTBCTSBANKAAH-AAH-POOL/providers/Microsoft.Compute/virtualMachines/aro-ctbctsbank-jpe-ts-8scfw-master-2","https://portal.azure.com/#resource//subscriptions/436c4cc3-c6ba-43c9-83af-79e2de9e13c0/resourceGroups/RG-CTBCTSBANK-JPE-TS-ARO-01-CTBCTSBANKAAH-AAH-POOL/providers/Microsoft.Compute/virtualMachines/aro-ctbctsbank-jpe-ts-8scfw-master-2","descriptorType=virtual-machines;resourceName=Virtual Machine;lastRefreshDate=2024-06-12T02:13:41.000Z;ccrn=ccrn:azure:2585628c-ae91-424d-bd2f-1e275b5dc089:VirtualMachines:japaneast:/subscriptions/436c4cc3-c6ba-43c9-83af-79e2de9e13c0/resourceGroups/RG-CTBCTSBANK-JPE-TS-ARO-01-CTBCTSBANKAAH-AAH-POOL/providers/Microsoft.Compute/virtualMachines/aro-ctbctsbank-jpe-ts-8scfw-master-2;excluded=false","[{""ApplicationName"":""LDARO""},{""Environment"":""SIT,UAT""},{""DataClassification"":""Internal""},{""Tier"":""1""},{""AppOwner"":""yeli.chen""},{""RequestedDept"":""U00024897""},{""PlatformOwner"":""wenfeng.chen""},{""MaintainDept"":""U00024897""},{""ResourceType"":""Shared""},{""node_role"":""master""}]"
"Landing Zone (ARO)","","azure","436c4cc3-c6ba-43c9-83af-79e2de9e13c0","VirtualMachines","VirtualMachines-015","Enable System-Assigned Managed Identities","FAILURE","Medium","","","Virtual Machine aro-ctbctsbank-jpe-ts-8scfw-worker-japaneast1-2zgk9 isn't using system-assigned managed identities.","japaneast","security","/subscriptions/436c4cc3-c6ba-43c9-83af-79e2de9e13c0/resourceGroups/RG-CTBCTSBANK-JPE-TS-ARO-01-CTBCTSBANKAAH-AAH-POOL/providers/Microsoft.Compute/virtualMachines/aro-ctbctsbank-jpe-ts-8scfw-worker-japaneast1-2zgk9","","kubernetes.io-cluster-aro-ctbctsbank-jpe-ts-8scfw=owned, ApplicationName=LDARO, Environment=SIT,UAT, node_role=worker, AppOwner=yeli.chen, DataClassification=Internal, RequestedDept=U00024897, ResourceType=Shared, Tier=1, PlatformOwner=wenfeng.chen, MaintainDept=U00024897, aro_node=worker","2024-03-19T08:07:51.124Z","","","2020-08-19","2023-03-28","https://www.cloudconformity.com/knowledge-base/azure/VirtualMachines/system-assigned-managed-identities.html#540104475733","ccc:2585628c-ae91-424d-bd2f-1e275b5dc089:VirtualMachines-015:VirtualMachines:japaneast:/subscriptions/436c4cc3-c6ba-43c9-83af-79e2de9e13c0/resourceGroups/RG-CTBCTSBANK-JPE-TS-ARO-01-CTBCTSBANKAAH-AAH-POOL/providers/Microsoft.Compute/virtualMachines/aro-ctbctsbank-jpe-ts-8scfw-worker-japaneast1-2zgk9","https://portal.azure.com/#resource//subscriptions/436c4cc3-c6ba-43c9-83af-79e2de9e13c0/resourceGroups/RG-CTBCTSBANK-JPE-TS-ARO-01-CTBCTSBANKAAH-AAH-POOL/providers/Microsoft.Compute/virtualMachines/aro-ctbctsbank-jpe-ts-8scfw-worker-japaneast1-2zgk9","descriptorType=virtual-machines;resourceName=Virtual Machine;lastRefreshDate=2024-06-12T02:13:41.000Z;ccrn=ccrn:azure:2585628c-ae91-424d-bd2f-1e275b5dc089:VirtualMachines:japaneast:/subscriptions/436c4cc3-c6ba-43c9-83af-79e2de9e13c0/resourceGroups/RG-CTBCTSBANK-JPE-TS-ARO-01-CTBCTSBANKAAH-AAH-POOL/providers/Microsoft.Compute/virtualMachines/aro-ctbctsbank-jpe-ts-8scfw-worker-japaneast1-2zgk9;excluded=false","[{""kubernetes.io-cluster-aro-ctbctsbank-jpe-ts-8scfw"":""owned""},{""ApplicationName"":""LDARO""},{""Environment"":""SIT,UAT""},{""node_role"":""worker""},{""AppOwner"":""yeli.chen""},{""DataClassification"":""Internal""},{""RequestedDept"":""U00024897""},{""ResourceType"":""Shared""},{""Tier"":""1""},{""PlatformOwner"":""wenfeng.chen""},{""MaintainDept"":""U00024897""},{""aro_node"":""worker""}]"
"Landing Zone (ARO)","","azure","436c4cc3-c6ba-43c9-83af-79e2de9e13c0","VirtualMachines","VirtualMachines-015","Enable System-Assigned Managed Identities","FAILURE","Medium","","","Virtual Machine aro-ctbctsbank-jpe-ts-8scfw-worker-japaneast3-gxmnr isn't using system-assigned managed identities.","japaneast","security","/subscriptions/436c4cc3-c6ba-43c9-83af-79e2de9e13c0/resourceGroups/RG-CTBCTSBANK-JPE-TS-ARO-01-CTBCTSBANKAAH-AAH-POOL/providers/Microsoft.Compute/virtualMachines/aro-ctbctsbank-jpe-ts-8scfw-worker-japaneast3-gxmnr","","kubernetes.io-cluster-aro-ctbctsbank-jpe-ts-8scfw=owned, ApplicationName=LDARO, Environment=SIT,UAT, node_role=worker, AppOwner=yeli.chen, DataClassification=Internal, RequestedDept=U00024897, ResourceType=Shared, Tier=1, PlatformOwner=wenfeng.chen, MaintainDept=U00024897, aro_node=worker","2024-03-19T08:07:51.124Z","","","2020-08-19","2023-03-28","https://www.cloudconformity.com/knowledge-base/azure/VirtualMachines/system-assigned-managed-identities.html#540104475733","ccc:2585628c-ae91-424d-bd2f-1e275b5dc089:VirtualMachines-015:VirtualMachines:japaneast:/subscriptions/436c4cc3-c6ba-43c9-83af-79e2de9e13c0/resourceGroups/RG-CTBCTSBANK-JPE-TS-ARO-01-CTBCTSBANKAAH-AAH-POOL/providers/Microsoft.Compute/virtualMachines/aro-ctbctsbank-jpe-ts-8scfw-worker-japaneast3-gxmnr","https://portal.azure.com/#resource//subscriptions/436c4cc3-c6ba-43c9-83af-79e2de9e13c0/resourceGroups/RG-CTBCTSBANK-JPE-TS-ARO-01-CTBCTSBANKAAH-AAH-POOL/providers/Microsoft.Compute/virtualMachines/aro-ctbctsbank-jpe-ts-8scfw-worker-japaneast3-gxmnr","descriptorType=virtual-machines;resourceName=Virtual Machine;lastRefreshDate=2024-06-12T02:13:41.000Z;ccrn=ccrn:azure:2585628c-ae91-424d-bd2f-1e275b5dc089:VirtualMachines:japaneast:/subscriptions/436c4cc3-c6ba-43c9-83af-79e2de9e13c0/resourceGroups/RG-CTBCTSBANK-JPE-TS-ARO-01-CTBCTSBANKAAH-AAH-POOL/providers/Microsoft.Compute/virtualMachines/aro-ctbctsbank-jpe-ts-8scfw-worker-japaneast3-gxmnr;excluded=false","[{""kubernetes.io-cluster-aro-ctbctsbank-jpe-ts-8scfw"":""owned""},{""ApplicationName"":""LDARO""},{""Environment"":""SIT,UAT""},{""node_role"":""worker""},{""AppOwner"":""yeli.chen""},{""DataClassification"":""Internal""},{""RequestedDept"":""U00024897""},{""ResourceType"":""Shared""},{""Tier"":""1""},{""PlatformOwner"":""wenfeng.chen""},{""MaintainDept"":""U00024897""},{""aro_node"":""worker""}]"
"Landing Zone (ARO)","","azure","436c4cc3-c6ba-43c9-83af-79e2de9e13c0","VirtualMachines","VirtualMachines-018","Enable Guest-Level Diagnostics for Virtual Machines","FAILURE","Medium","","","Virtual Machine aro-ctbctsbank-jpe-ts-8scfw-infra-japaneast1-955vl doesn't have Guest-Level Diagnostics enabled","japaneast","security, reliability, performance-efficiency","/subscriptions/436c4cc3-c6ba-43c9-83af-79e2de9e13c0/resourceGroups/RG-CTBCTSBANK-JPE-TS-ARO-01-CTBCTSBANKAAH-AAH-POOL/providers/Microsoft.Compute/virtualMachines/aro-ctbctsbank-jpe-ts-8scfw-infra-japaneast1-955vl","","kubernetes.io-cluster-aro-ctbctsbank-jpe-ts-8scfw=owned, node_role=infra, ApplicationName=LDARO, Environment=SIT,UAT, AppOwner=yeli.chen, DataClassification=Internal, RequestedDept=U00024897, ResourceType=Shared, Tier=1, PlatformOwner=wenfeng.chen, MaintainDept=U00024897","2024-03-19T08:07:51.124Z","","","2020-08-19","2022-11-07","https://www.cloudconformity.com/knowledge-base/azure/VirtualMachines/enable-guest-os-diagnostics.html#540104475733","ccc:2585628c-ae91-424d-bd2f-1e275b5dc089:VirtualMachines-018:VirtualMachines:japaneast:/subscriptions/436c4cc3-c6ba-43c9-83af-79e2de9e13c0/resourceGroups/RG-CTBCTSBANK-JPE-TS-ARO-01-CTBCTSBANKAAH-AAH-POOL/providers/Microsoft.Compute/virtualMachines/aro-ctbctsbank-jpe-ts-8scfw-infra-japaneast1-955vl","https://portal.azure.com/#resource//subscriptions/436c4cc3-c6ba-43c9-83af-79e2de9e13c0/resourceGroups/RG-CTBCTSBANK-JPE-TS-ARO-01-CTBCTSBANKAAH-AAH-POOL/providers/Microsoft.Compute/virtualMachines/aro-ctbctsbank-jpe-ts-8scfw-infra-japaneast1-955vl","descriptorType=virtual-machines;resourceName=Virtual Machine;lastRefreshDate=2024-06-12T02:13:41.000Z;ccrn=ccrn:azure:2585628c-ae91-424d-bd2f-1e275b5dc089:VirtualMachines:japaneast:/subscriptions/436c4cc3-c6ba-43c9-83af-79e2de9e13c0/resourceGroups/RG-CTBCTSBANK-JPE-TS-ARO-01-CTBCTSBANKAAH-AAH-POOL/providers/Microsoft.Compute/virtualMachines/aro-ctbctsbank-jpe-ts-8scfw-infra-japaneast1-955vl;excluded=false","[{""kubernetes.io-cluster-aro-ctbctsbank-jpe-ts-8scfw"":""owned""},{""node_role"":""infra""},{""ApplicationName"":""LDARO""},{""Environment"":""SIT,UAT""},{""AppOwner"":""yeli.chen""},{""DataClassification"":""Internal""},{""RequestedDept"":""U00024897""},{""ResourceType"":""Shared""},{""Tier"":""1""},{""PlatformOwner"":""wenfeng.chen""},{""MaintainDept"":""U00024897""}]"
"Landing Zone (ARO)","","azure","436c4cc3-c6ba-43c9-83af-79e2de9e13c0","VirtualMachines","VirtualMachines-018","Enable Guest-Level Diagnostics for Virtual Machines","FAILURE","Medium","","","Virtual Machine aro-ctbctsbank-jpe-ts-8scfw-master-0 doesn't have Guest-Level Diagnostics enabled","japaneast","security, reliability, performance-efficiency","/subscriptions/436c4cc3-c6ba-43c9-83af-79e2de9e13c0/resourceGroups/RG-CTBCTSBANK-JPE-TS-ARO-01-CTBCTSBANKAAH-AAH-POOL/providers/Microsoft.Compute/virtualMachines/aro-ctbctsbank-jpe-ts-8scfw-master-0","","ApplicationName=LDARO, Environment=SIT,UAT, DataClassification=Internal, Tier=1, AppOwner=yeli.chen, RequestedDept=U00024897, PlatformOwner=wenfeng.chen, MaintainDept=U00024897, ResourceType=Shared, node_role=master","2024-03-19T08:07:51.124Z","","","2020-08-19","2022-11-07","https://www.cloudconformity.com/knowledge-base/azure/VirtualMachines/enable-guest-os-diagnostics.html#540104475733","ccc:2585628c-ae91-424d-bd2f-1e275b5dc089:VirtualMachines-018:VirtualMachines:japaneast:/subscriptions/436c4cc3-c6ba-43c9-83af-79e2de9e13c0/resourceGroups/RG-CTBCTSBANK-JPE-TS-ARO-01-CTBCTSBANKAAH-AAH-POOL/providers/Microsoft.Compute/virtualMachines/aro-ctbctsbank-jpe-ts-8scfw-master-0","https://portal.azure.com/#resource//subscriptions/436c4cc3-c6ba-43c9-83af-79e2de9e13c0/resourceGroups/RG-CTBCTSBANK-JPE-TS-ARO-01-CTBCTSBANKAAH-AAH-POOL/providers/Microsoft.Compute/virtualMachines/aro-ctbctsbank-jpe-ts-8scfw-master-0","descriptorType=virtual-machines;resourceName=Virtual Machine;lastRefreshDate=2024-06-12T02:13:41.000Z;ccrn=ccrn:azure:2585628c-ae91-424d-bd2f-1e275b5dc089:VirtualMachines:japaneast:/subscriptions/436c4cc3-c6ba-43c9-83af-79e2de9e13c0/resourceGroups/RG-CTBCTSBANK-JPE-TS-ARO-01-CTBCTSBANKAAH-AAH-POOL/providers/Microsoft.Compute/virtualMachines/aro-ctbctsbank-jpe-ts-8scfw-master-0;excluded=false","[{""ApplicationName"":""LDARO""},{""Environment"":""SIT,UAT""},{""DataClassification"":""Internal""},{""Tier"":""1""},{""AppOwner"":""yeli.chen""},{""RequestedDept"":""U00024897""},{""PlatformOwner"":""wenfeng.chen""},{""MaintainDept"":""U00024897""},{""ResourceType"":""Shared""},{""node_role"":""master""}]"
"Landing Zone (ARO)","","azure","436c4cc3-c6ba-43c9-83af-79e2de9e13c0","VirtualMachines","VirtualMachines-018","Enable Guest-Level Diagnostics for Virtual Machines","FAILURE","Medium","","","Virtual Machine aro-ctbctsbank-jpe-ts-8scfw-master-2 doesn't have Guest-Level Diagnostics enabled","japaneast","security, reliability, performance-efficiency","/subscriptions/436c4cc3-c6ba-43c9-83af-79e2de9e13c0/resourceGroups/RG-CTBCTSBANK-JPE-TS-ARO-01-CTBCTSBANKAAH-AAH-POOL/providers/Microsoft.Compute/virtualMachines/aro-ctbctsbank-jpe-ts-8scfw-master-2","","ApplicationName=LDARO, Environment=SIT,UAT, DataClassification=Internal, Tier=1, AppOwner=yeli.chen, RequestedDept=U00024897, PlatformOwner=wenfeng.chen, MaintainDept=U00024897, ResourceType=Shared, node_role=master","2024-03-19T08:07:51.124Z","","","2020-08-19","2022-11-07","https://www.cloudconformity.com/knowledge-base/azure/VirtualMachines/enable-guest-os-diagnostics.html#540104475733","ccc:2585628c-ae91-424d-bd2f-1e275b5dc089:VirtualMachines-018:VirtualMachines:japaneast:/subscriptions/436c4cc3-c6ba-43c9-83af-79e2de9e13c0/resourceGroups/RG-CTBCTSBANK-JPE-TS-ARO-01-CTBCTSBANKAAH-AAH-POOL/providers/Microsoft.Compute/virtualMachines/aro-ctbctsbank-jpe-ts-8scfw-master-2","https://portal.azure.com/#resource//subscriptions/436c4cc3-c6ba-43c9-83af-79e2de9e13c0/resourceGroups/RG-CTBCTSBANK-JPE-TS-ARO-01-CTBCTSBANKAAH-AAH-POOL/providers/Microsoft.Compute/virtualMachines/aro-ctbctsbank-jpe-ts-8scfw-master-2","descriptorType=virtual-machines;resourceName=Virtual Machine;lastRefreshDate=2024-06-12T02:13:41.000Z;ccrn=ccrn:azure:2585628c-ae91-424d-bd2f-1e275b5dc089:VirtualMachines:japaneast:/subscriptions/436c4cc3-c6ba-43c9-83af-79e2de9e13c0/resourceGroups/RG-CTBCTSBANK-JPE-TS-ARO-01-CTBCTSBANKAAH-AAH-POOL/providers/Microsoft.Compute/virtualMachines/aro-ctbctsbank-jpe-ts-8scfw-master-2;excluded=false","[{""ApplicationName"":""LDARO""},{""Environment"":""SIT,UAT""},{""DataClassification"":""Internal""},{""Tier"":""1""},{""AppOwner"":""yeli.chen""},{""RequestedDept"":""U00024897""},{""PlatformOwner"":""wenfeng.chen""},{""MaintainDept"":""U00024897""},{""ResourceType"":""Shared""},{""node_role"":""master""}]"
