"Account Name","Environment","Cloud Provider","Cloud Provider Identifier","Service","Rule ID","Rule Title","Check Status","Risk Level","Cost","Savings","Message","Region","Categories","Resource","Provider Resource ID","Tags","Failure Discovery Date","Failure Resolved Date","Last Updated Date","Rule Release Date","Rule Update Date","Resolution Page","Check ID","Link to resource","Meta","TagObjects"
"Connectivity","","azure","113371fc-bebd-4548-8e86-4454fc02b104","ActivityLog","ActivityLog-011","Create Alert for ""Create or Update Virtual Machine"" Events","FAILURE","High","","","This subscription doesn't have a ""Create or Update Virtual Machine"" Activity Log Alert properly configured.","global","security","","","","2024-03-19T08:08:07.301Z","","","2020-09-04","","https://www.cloudconformity.com/knowledge-base/azure/ActivityLog/create-update-virtual-machine.html#540104475733","ccc:b63591cb-d220-4699-ac01-13738e65b6dc:ActivityLog-011:ActivityLog:global:","","descriptorType=monitor-activity-log-alerts;resourceName=Monitor Activity Log Alert;notScored=false;lastRefreshDate=2024-06-12T02:40:06.000Z;excluded=false",""
"Connectivity","","azure","113371fc-bebd-4548-8e86-4454fc02b104","ActivityLog","ActivityLog-013","Create Alert for ""Power Off Virtual Machine"" Events","FAILURE","High","","","This subscription doesn't have a ""Power Off Virtual Machine"" Activity Log Alert properly configured.","global","security","","","","2024-03-19T08:08:07.301Z","","","2020-09-21","","https://www.cloudconformity.com/knowledge-base/azure/ActivityLog/power-off-virtual-machine.html#540104475733","ccc:b63591cb-d220-4699-ac01-13738e65b6dc:ActivityLog-013:ActivityLog:global:","","descriptorType=monitor-activity-log-alerts;resourceName=Monitor Activity Log Alert;notScored=false;lastRefreshDate=2024-06-12T02:40:06.000Z;excluded=false",""
"Connectivity","","azure","113371fc-bebd-4548-8e86-4454fc02b104","ActivityLog","ActivityLog-018","Create Alert for ""Rename Azure SQL Database"" Events","FAILURE","High","","","This subscription doesn't have a ""Rename Azure SQL Database"" Activity Log Alert properly configured.","global","security","","","","2024-03-19T08:08:07.301Z","","","2020-10-14","","https://www.cloudconformity.com/knowledge-base/azure/ActivityLog/rename-sql-database-alert-in-use.html#540104475733","ccc:b63591cb-d220-4699-ac01-13738e65b6dc:ActivityLog-018:ActivityLog:global:","","descriptorType=monitor-activity-log-alerts;resourceName=Monitor Activity Log Alert;notScored=false;lastRefreshDate=2024-06-12T02:40:06.000Z;excluded=false",""
"Connectivity","","azure","113371fc-bebd-4548-8e86-4454fc02b104","ActivityLog","ActivityLog-019","Create Alert for ""Create/Update PostgreSQL Database"" Events","FAILURE","High","","","This subscription doesn't have a ""Create/Update PostgreSQL Database"" Activity Log Alert properly configured.","global","security","","","","2024-03-19T08:08:07.301Z","","","2020-11-10","","https://www.cloudconformity.com/knowledge-base/azure/ActivityLog/create-update-postgre-sql-database-alert-in-use.html#540104475733","ccc:b63591cb-d220-4699-ac01-13738e65b6dc:ActivityLog-019:ActivityLog:global:","","descriptorType=monitor-activity-log-alerts;resourceName=Monitor Activity Log Alert;notScored=false;lastRefreshDate=2024-06-12T02:40:06.000Z;excluded=false",""
"Connectivity","","azure","113371fc-bebd-4548-8e86-4454fc02b104","ActivityLog","ActivityLog-021","Create Alert for ""Create/Update Azure SQL Database"" Events","FAILURE","High","","","This subscription doesn't have a ""Create/Update Azure SQL Database"" Activity Log Alert properly configured.","global","security","","","","2024-03-19T08:08:07.301Z","","","2020-10-14","","https://www.cloudconformity.com/knowledge-base/azure/ActivityLog/create-update-sql-database-alert-in-use.html#540104475733","ccc:b63591cb-d220-4699-ac01-13738e65b6dc:ActivityLog-021:ActivityLog:global:","","descriptorType=monitor-activity-log-alerts;resourceName=Monitor Activity Log Alert;notScored=false;lastRefreshDate=2024-06-12T02:40:06.000Z;excluded=false",""
"Connectivity","","azure","113371fc-bebd-4548-8e86-4454fc02b104","ActivityLog","ActivityLog-024","Create Alert for ""Delete Load Balancer"" Events","FAILURE","High","","","This subscription doesn't have a ""Delete Load Balancer"" Activity Log Alert properly configured.","global","security","","","","2024-03-19T08:08:07.301Z","","","2020-11-10","","https://www.cloudconformity.com/knowledge-base/azure/ActivityLog/delete-load-balancer-alert-in-use.html#540104475733","ccc:b63591cb-d220-4699-ac01-13738e65b6dc:ActivityLog-024:ActivityLog:global:","","descriptorType=monitor-activity-log-alerts;resourceName=Monitor Activity Log Alert;notScored=false;lastRefreshDate=2024-06-12T02:40:06.000Z;excluded=false",""
"Connectivity","","azure","113371fc-bebd-4548-8e86-4454fc02b104","ActivityLog","ActivityLog-025","Create Alert for ""Create/Update MySQL Database"" Events","FAILURE","High","","","This subscription doesn't have a ""Create/Update MySQL Database"" Activity Log Alert properly configured.","global","security","","","","2024-03-19T08:08:07.301Z","","","2020-12-13","","https://www.cloudconformity.com/knowledge-base/azure/ActivityLog/create-update-my-sql-database-alert-in-use.html#540104475733","ccc:b63591cb-d220-4699-ac01-13738e65b6dc:ActivityLog-025:ActivityLog:global:","","descriptorType=monitor-activity-log-alerts;resourceName=Monitor Activity Log Alert;notScored=false;lastRefreshDate=2024-06-12T02:40:06.000Z;excluded=false",""
"Connectivity","","azure","113371fc-bebd-4548-8e86-4454fc02b104","ActivityLog","ActivityLog-026","Create Alert for ""Delete MySQL Database"" Events","FAILURE","High","","","This subscription doesn't have a ""Delete MySQL Database"" Activity Log Alert properly configured.","global","security","","","","2024-03-19T08:08:07.301Z","","","2020-12-13","","https://www.cloudconformity.com/knowledge-base/azure/ActivityLog/delete-my-sql-database-alert-in-use.html#540104475733","ccc:b63591cb-d220-4699-ac01-13738e65b6dc:ActivityLog-026:ActivityLog:global:","","descriptorType=monitor-activity-log-alerts;resourceName=Monitor Activity Log Alert;notScored=false;lastRefreshDate=2024-06-12T02:40:06.000Z;excluded=false",""
"Connectivity","","azure","113371fc-bebd-4548-8e86-4454fc02b104","Subscriptions","Subscriptions-003","Ensure ""Not Allowed Resource Types"" Policy Assignment in Use","FAILURE","Medium","","","Not Allowed Resource Types policy isn't assigned to your Azure subscriptions","global","security, cost-optimisation","","","","2024-03-19T08:08:07.301Z","","","2021-02-08","","https://www.cloudconformity.com/knowledge-base/azure/Subscriptions/not-allowed-resource-types-policy.html#540104475733","ccc:b63591cb-d220-4699-ac01-13738e65b6dc:Subscriptions-003:Subscriptions:global:","","descriptorType=security-center-policy-assignments;resourceName=Security Center Policy Assignment;notScored=false;lastRefreshDate=2024-06-12T02:40:06.000Z;excluded=false",""
"Connectivity","","azure","113371fc-bebd-4548-8e86-4454fc02b104","SecurityCenter","SecurityCenter-001","Enable Microsoft Defender Standard Pricing Tier","FAILURE","Medium","","","Standard pricing tier isn't enabled for all selected resource types","global","security","","","","2024-03-19T08:08:07.301Z","","","2019-10-09","2024-05-23","https://www.cloudconformity.com/knowledge-base/azure/SecurityCenter/pricing-tier.html#540104475733","ccc:b63591cb-d220-4699-ac01-13738e65b6dc:SecurityCenter-001:SecurityCenter:global:","","descriptorType=security-center-pricings;resourceName=Security Center Pricing;notScored=false;lastRefreshDate=2024-06-12T02:40:06.000Z;extradata=[{""name"":""notStandardPricingTierResourceTypes"",""label"":""Not Standard Pricing Tier Resource Types"",""type"":""META"",""value"":""VirtualMachines, SqlServers, AppServices, StorageAccounts, SqlServerVirtualMachines, ContainerRegistry, KeyVaults, Dns, Arm, OpenSourceRelationalDatabases, CosmosDbs, Containers, CloudPosture, Api""}];excluded=false",""
"Connectivity","","azure","113371fc-bebd-4548-8e86-4454fc02b104","SecurityCenter","SecurityCenter-032","Enable Microsoft Defender for Cloud for Virtual Machines","FAILURE","High","","","Azure Microsoft Defender Plans Setting doesn't have VirtualMachines enabled","global","security","/subscriptions/113371fc-bebd-4548-8e86-4454fc02b104/providers/Microsoft.Security/pricings/VirtualMachines","","","2024-03-19T08:08:07.301Z","","","2022-05-17","2022-07-04","https://www.cloudconformity.com/knowledge-base/azure/SecurityCenter/microsoft-defender-vm-server.html#540104475733","ccc:b63591cb-d220-4699-ac01-13738e65b6dc:SecurityCenter-032:SecurityCenter:global:/subscriptions/113371fc-bebd-4548-8e86-4454fc02b104/providers/Microsoft.Security/pricings/VirtualMachines","","descriptorType=security-center-pricings;resourceName=Security Center Pricing;notScored=false;lastRefreshDate=2024-06-12T02:40:06.000Z;ccrn=ccrn:azure:b63591cb-d220-4699-ac01-13738e65b6dc:SecurityCenter:global:/subscriptions/113371fc-bebd-4548-8e86-4454fc02b104/providers/Microsoft.Security/pricings/VirtualMachines;excluded=false",""
"Connectivity","","azure","113371fc-bebd-4548-8e86-4454fc02b104","SecurityCenter","SecurityCenter-036","Enable Microsoft Defender for Cloud for Azure SQL Database Servers","FAILURE","High","","","Azure Microsoft Defender Plans Setting doesn't have SqlServers enabled","global","security","/subscriptions/113371fc-bebd-4548-8e86-4454fc02b104/providers/Microsoft.Security/pricings/SqlServers","","","2024-03-19T08:08:07.301Z","","","2022-07-04","","https://www.cloudconformity.com/knowledge-base/azure/SecurityCenter/defender-azure-sql.html#540104475733","ccc:b63591cb-d220-4699-ac01-13738e65b6dc:SecurityCenter-036:SecurityCenter:global:/subscriptions/113371fc-bebd-4548-8e86-4454fc02b104/providers/Microsoft.Security/pricings/SqlServers","","descriptorType=security-center-pricings;resourceName=Security Center Pricing;notScored=false;lastRefreshDate=2024-06-12T02:40:06.000Z;ccrn=ccrn:azure:b63591cb-d220-4699-ac01-13738e65b6dc:SecurityCenter:global:/subscriptions/113371fc-bebd-4548-8e86-4454fc02b104/providers/Microsoft.Security/pricings/SqlServers;excluded=false",""
"Connectivity","","azure","113371fc-bebd-4548-8e86-4454fc02b104","SecurityCenter","SecurityCenter-037","Enable Microsoft Defender for Cloud for Azure Containers","FAILURE","High","","","Azure Microsoft Defender Plans Setting doesn't have Containers enabled","global","security","/subscriptions/113371fc-bebd-4548-8e86-4454fc02b104/providers/Microsoft.Security/pricings/Containers","","","2024-03-19T08:08:07.301Z","","","2022-07-04","","https://www.cloudconformity.com/knowledge-base/azure/SecurityCenter/defender-container.html#540104475733","ccc:b63591cb-d220-4699-ac01-13738e65b6dc:SecurityCenter-037:SecurityCenter:global:/subscriptions/113371fc-bebd-4548-8e86-4454fc02b104/providers/Microsoft.Security/pricings/Containers","","descriptorType=security-center-pricings;resourceName=Security Center Pricing;notScored=false;lastRefreshDate=2024-06-12T02:40:06.000Z;ccrn=ccrn:azure:b63591cb-d220-4699-ac01-13738e65b6dc:SecurityCenter:global:/subscriptions/113371fc-bebd-4548-8e86-4454fc02b104/providers/Microsoft.Security/pricings/Containers;excluded=false",""
"Connectivity","","azure","113371fc-bebd-4548-8e86-4454fc02b104","Monitor","Monitor-006","Activity Log Storage Encryption with Customer-Managed Key","FAILURE","Medium","","","The designated log storage 'sactbctsbankjpetsshd01' for Activity Logs by setting 'conn-activity-log' was not found","global","security","subscriptions/113371fc-bebd-4548-8e86-4454fc02b104/providers/microsoft.insights/diagnosticSettings/conn-activity-log","","","2024-03-19T08:08:07.301Z","","","2020-05-01","2022-12-15","https://www.cloudconformity.com/knowledge-base/azure/Monitor/use-cmk-for-activity-log-storage-container-encryption.html#540104475733","ccc:b63591cb-d220-4699-ac01-13738e65b6dc:Monitor-006:Monitor:global:subscriptions/113371fc-bebd-4548-8e86-4454fc02b104/providers/microsoft.insights/diagnosticSettings/conn-activity-log","","descriptorType=monitor-diagnostic-settings;resourceName=Monitor Diagnostic Settings;notScored=false;lastRefreshDate=2024-06-12T02:40:06.000Z;ccrn=ccrn:azure:b63591cb-d220-4699-ac01-13738e65b6dc:Monitor:global:subscriptions/113371fc-bebd-4548-8e86-4454fc02b104/providers/microsoft.insights/diagnosticSettings/conn-activity-log;extradata=[{""name"":""Diagnostic Setting"",""label"":""Diagnostic Setting"",""value"":""conn-activity-log"",""type"":""META""}];excluded=false",""
"Connectivity","","azure","113371fc-bebd-4548-8e86-4454fc02b104","Network","Network-003","Enable Azure Network Watcher","FAILURE","Medium","","","Network Watcher service isn't enabled for australiacentral, australiaeast, australiasoutheast, brazilsouth, canadacentral, canadaeast, centralindia, centralus, eastasia, eastus, eastus2, francecentral, germanywestcentral, japanwest, koreacentral, koreasouth, northcentralus, northeurope, norwayeast, polandcentral, qatarcentral, southafricanorth, southcentralus, southeastasia, southindia, swedencentral, switzerlandnorth, uaenorth, uksouth, ukwest, westcentralus, westeurope, westindia, westus, westus2, westus3 regions","global","security","","","","2024-03-19T08:08:07.301Z","","","2020-05-01","2023-07-31","https://www.cloudconformity.com/knowledge-base/azure/Network/enable-network-watcher.html#540104475733","ccc:b63591cb-d220-4699-ac01-13738e65b6dc:Network-003:Network:global:","","descriptorType=network-network-watchers;resourceName=Network Watcher;notScored=false;lastRefreshDate=2024-06-12T02:40:06.000Z;excluded=false",""
"Connectivity","","azure","113371fc-bebd-4548-8e86-4454fc02b104","Network","Network-026","Bastion Host in Use","FAILURE","Medium","","","Azure Bastion service isn't used within your Microsoft Azure cloud account","global","security, operational-excellence","","","","2024-03-19T08:08:07.301Z","","","2023-07-26","","https://www.cloudconformity.com/knowledge-base/azure/Network/bastion-host-exists.html#540104475733","ccc:b63591cb-d220-4699-ac01-13738e65b6dc:Network-026:Network:global:","","descriptorType=network-bastions;resourceName=Network Bastion;notScored=false;lastRefreshDate=2024-06-12T02:40:06.000Z;excluded=false",""
"Connectivity","","azure","113371fc-bebd-4548-8e86-4454fc02b104","ActivityLog","ActivityLog-008","Create Alert for ""Delete Security Solution"" Events","FAILURE","High","","","This subscription doesn't have a ""Delete Security Solution"" Activity Log Alert properly configured.","global","security","","","","2024-03-19T08:08:07.301Z","","","2020-05-01","","https://www.cloudconformity.com/knowledge-base/azure/ActivityLog/delete-security-solution-alert.html#540104475733","ccc:b63591cb-d220-4699-ac01-13738e65b6dc:ActivityLog-008:ActivityLog:global:","","descriptorType=monitor-activity-log-alerts;resourceName=Monitor Activity Log Alert;notScored=false;lastRefreshDate=2024-06-12T02:40:06.000Z;excluded=false",""
"Connectivity","","azure","113371fc-bebd-4548-8e86-4454fc02b104","ActivityLog","ActivityLog-012","Create Alert for ""Deallocate Virtual Machine"" Events","FAILURE","High","","","This subscription doesn't have a ""Deallocate Virtual Machine"" Activity Log Alert properly configured.","global","security","","","","2024-03-19T08:08:07.301Z","","","2020-09-21","","https://www.cloudconformity.com/knowledge-base/azure/ActivityLog/deallocate-virtual-machine.html#540104475733","ccc:b63591cb-d220-4699-ac01-13738e65b6dc:ActivityLog-012:ActivityLog:global:","","descriptorType=monitor-activity-log-alerts;resourceName=Monitor Activity Log Alert;notScored=false;lastRefreshDate=2024-06-12T02:40:06.000Z;excluded=false",""
"Connectivity","","azure","113371fc-bebd-4548-8e86-4454fc02b104","ActivityLog","ActivityLog-014","Create Alert for ""Delete Storage Account"" Events","FAILURE","High","","","This subscription doesn't have a ""Delete Storage Account"" Activity Log Alert properly configured.","global","security","","","","2024-03-19T08:08:07.301Z","","","2020-09-21","","https://www.cloudconformity.com/knowledge-base/azure/ActivityLog/delete-storage-account-alert.html#540104475733","ccc:b63591cb-d220-4699-ac01-13738e65b6dc:ActivityLog-014:ActivityLog:global:","","descriptorType=monitor-activity-log-alerts;resourceName=Monitor Activity Log Alert;notScored=false;lastRefreshDate=2024-06-12T02:40:06.000Z;excluded=false",""
"Connectivity","","azure","113371fc-bebd-4548-8e86-4454fc02b104","ActivityLog","ActivityLog-015","Create Alert for ""Create/Update Storage Account"" Events","FAILURE","High","","","This subscription doesn't have a ""Create/Update Storage Account"" Activity Log Alert properly configured.","global","security","","","","2024-03-19T08:08:07.301Z","","","2020-09-21","","https://www.cloudconformity.com/knowledge-base/azure/ActivityLog/create-storage-account-alert.html#540104475733","ccc:b63591cb-d220-4699-ac01-13738e65b6dc:ActivityLog-015:ActivityLog:global:","","descriptorType=monitor-activity-log-alerts;resourceName=Monitor Activity Log Alert;notScored=false;lastRefreshDate=2024-06-12T02:40:06.000Z;excluded=false",""
"Connectivity","","azure","113371fc-bebd-4548-8e86-4454fc02b104","ActivityLog","ActivityLog-020","Create Alert for ""Delete PostgreSQL Database"" Events","FAILURE","High","","","This subscription doesn't have a ""Delete PostgreSQL Database"" Activity Log Alert properly configured.","global","security","","","","2024-03-19T08:08:07.301Z","","","2020-11-10","","https://www.cloudconformity.com/knowledge-base/azure/ActivityLog/delete-postgre-sql-database-alert-in-use.html#540104475733","ccc:b63591cb-d220-4699-ac01-13738e65b6dc:ActivityLog-020:ActivityLog:global:","","descriptorType=monitor-activity-log-alerts;resourceName=Monitor Activity Log Alert;notScored=false;lastRefreshDate=2024-06-12T02:40:06.000Z;excluded=false",""
"Connectivity","","azure","113371fc-bebd-4548-8e86-4454fc02b104","ActivityLog","ActivityLog-022","Create Alert for ""Delete Azure SQL Database"" Events","FAILURE","High","","","This subscription doesn't have a ""Delete Azure SQL Database"" Activity Log Alert properly configured.","global","security","","","","2024-03-19T08:08:07.301Z","","","2020-10-14","","https://www.cloudconformity.com/knowledge-base/azure/ActivityLog/delete-sql-database-alert-in-use.html#540104475733","ccc:b63591cb-d220-4699-ac01-13738e65b6dc:ActivityLog-022:ActivityLog:global:","","descriptorType=monitor-activity-log-alerts;resourceName=Monitor Activity Log Alert;notScored=false;lastRefreshDate=2024-06-12T02:40:06.000Z;excluded=false",""
"Connectivity","","azure","113371fc-bebd-4548-8e86-4454fc02b104","ActivityLog","ActivityLog-023","Create Alert for ""Create or Update Load Balancer"" Events","FAILURE","High","","","This subscription doesn't have a ""Create or Update Load Balancer"" Activity Log Alert properly configured.","global","security","","","","2024-03-19T08:08:07.301Z","","","2020-11-10","","https://www.cloudconformity.com/knowledge-base/azure/ActivityLog/create-update-load-balancer-alert-in-use.html#540104475733","ccc:b63591cb-d220-4699-ac01-13738e65b6dc:ActivityLog-023:ActivityLog:global:","","descriptorType=monitor-activity-log-alerts;resourceName=Monitor Activity Log Alert;notScored=false;lastRefreshDate=2024-06-12T02:40:06.000Z;excluded=false",""
"Connectivity","","azure","113371fc-bebd-4548-8e86-4454fc02b104","ActivityLog","ActivityLog-027","Create Alert for ""Delete Policy Assignment"" Events","FAILURE","High","","","This subscription doesn't have a ""Delete Policy Assignment"" Activity Log Alert properly configured.","global","security","","","","2024-03-19T08:08:07.301Z","","","2022-01-19","","https://www.cloudconformity.com/knowledge-base/azure/ActivityLog/delete-policy-assignment-alert-in-use.html#540104475733","ccc:b63591cb-d220-4699-ac01-13738e65b6dc:ActivityLog-027:ActivityLog:global:","","descriptorType=monitor-activity-log-alerts;resourceName=Monitor Activity Log Alert;notScored=false;lastRefreshDate=2024-06-12T02:40:06.000Z;excluded=false",""
